Incident ID,Timestamp,Incident Type,Call Type,Source Number,Destination Number,Error Code,Signal Strength,Device Type,Network Segment,Codec Used,Jitter,Latency,Packet Loss,Impact Area,Cell Tower Geolocation,Impact Severity,User Impact,Services Affected,Attack Type,Network Load / Congestion Level
460,13-12-2024 17.27,Intermittent Service,Video,+91 9406651879,+91 9543589931,,-66.13456866950264,Router,Access Network,Opus,28ms,423ms,3%,Delhi NCR,"28.8879° N, 77.4682° E",Low,4086 users,Data,DDoS,80%
461,14-12-2024 20.17,Intermittent Failure,Video,+91 9734261356,+91 9320690336,404.0,-49.74122177638666,PBX,Core Network,G.711,29ms,217ms,8%,Mumbai,"28.8149° N, 77.1473° E",Low,227 users,PBX,Equipment Breach,95%
462,14-12-2024 16.15,Service Outage,Video,+91 9520050870,+91 9990592926,404.0,-58.88365348050877,Router,Edge Network,G.729,47ms,468ms,3%,Delhi NCR,"28.4617° N, 77.9769° E",Critical,2519 users,PBX,Equipment Breach,52%
463,15-12-2024 1.06,Routing Table Overflow,Video,+91 9469189087,+91 9042722128,500.0,-69.98736090985386,PBX,Access Network,Opus,28ms,374ms,5%,Mumbai,"28.2094° N, 77.7618° E",Medium,2018 users,Mobile,DDoS,86%
464,13-12-2024 2.43,Degraded Performance,Voice,+91 9167398237,+91 9508199940,404.0,-52.0412211921863,Switch,Edge Network,H.264,31ms,68ms,10%,Delhi NCR,"28.9401° N, 77.6218° E",Medium,3708 users,PBX,DDoS,69%
465,18-12-2024 0.01,Slow Performance,Video,+91 9680850472,+91 9263913123,500.0,-56.84571926609594,PBX,Edge Network,H.264,39ms,445ms,7%,Delhi NCR,"28.5773° N, 77.9918° E",High,703 users,Data,Call Interception,54%
466,14-12-2024 19.38,Latency and Delay,Video,+91 9709017723,+91 9553315049,500.0,-42.59314392680729,Router,Core Network,G.729,21ms,411ms,7%,Mumbai,"28.0788° N, 77.5838° E",Medium,1715 users,PBX,DDoS,97%
467,13-12-2024 21.55,Degraded Performance,Video,+91 9402948207,+91 9314711293,500.0,-43.99316798160224,Switch,Edge Network,Opus,42ms,401ms,9%,Bangalore,"28.4457° N, 77.0427° E",Medium,2509 users,PBX,,60%
468,14-12-2024 4.12,Dropped Calls,Voice,+91 9382370460,+91 9120222331,,-46.89948950931534,Mobile,Edge Network,H.264,43ms,61ms,10%,Delhi NCR,"28.6966° N, 77.4053° E",Low,2334 users,Data,Equipment Breach,49%
469,14-12-2024 22.24,Partial Outage,Voice,+91 9447958630,+91 9919940058,503.0,-49.7178673420137,Mobile,Edge Network,G.729,32ms,187ms,7%,Kolkata,"28.5657° N, 77.9665° E",Low,1330 users,VoIP,DDoS,46%
470,18-12-2024 7.19,Intermittent Connectivity,Voice,+91 9884292996,+91 9747577015,500.0,-65.69255652497691,PBX,Core Network,H.264,25ms,172ms,4%,Bangalore,"28.8634° N, 77.6142° E",Low,3105 users,VoIP,Equipment Breach,41%
471,17-12-2024 13.49,No Dial Tone,Voice,+91 9457328545,+91 9417814622,500.0,-70.86908973184698,Switch,Access Network,H.264,20ms,162ms,0%,Bangalore,"28.8243° N, 77.1790° E",Medium,4200 users,Mobile,,58%
472,16-12-2024 16.51,malware infections,Video,+91 9835285822,+91 9883318005,408.0,-71.98362480872818,Mobile,Access Network,G.711,17ms,212ms,2%,Delhi NCR,"28.6236° N, 77.5001° E",High,4333 users,VoIP,DDoS,40%
473,18-12-2024 9.22,Failure to Connect,Video,+91 9455747406,+91 9067613913,,-46.20225768208779,Switch,Core Network,Opus,7ms,59ms,9%,Chennai,"28.1622° N, 77.2488° E",High,4436 users,VoIP,Call Interception,68%
474,14-12-2024 12.58,Echo During Calls,Video,+91 9268583827,+91 9904607168,408.0,-40.76466290030733,PBX,Core Network,G.711,38ms,316ms,10%,Mumbai,"28.6037° N, 77.2771° E",Critical,3863 users,Data,DDoS,89%
475,17-12-2024 23.54,Hardware Malfunction,Voice,+91 9452677012,+91 9933734191,500.0,-43.960961996050266,Router,Access Network,Opus,49ms,380ms,6%,Kolkata,"28.3666° N, 77.5520° E",Low,1106 users,PBX,DDoS,70%
476,17-12-2024 11.53,Poor Voice Quality,Video,+91 9515604340,+91 9584210440,,-74.45904890891697,PBX,Access Network,H.264,14ms,390ms,5%,Chennai,"28.4396° N, 77.6545° E",High,3439 users,PBX,DDoS,59%
477,16-12-2024 10.03,Degraded Performance,Video,+91 9674135591,+91 9686448456,503.0,-80.84053842040001,Router,Edge Network,Opus,6ms,428ms,5%,Bangalore,"28.4952° N, 77.3548° E",Medium,2203 users,VoIP,Call Interception,66%
478,14-12-2024 10.57,Degraded Performance,Video,+91 9759037795,+91 9201699687,,-69.433061072778,PBX,Access Network,G.729,24ms,126ms,1%,Mumbai,"28.8747° N, 77.6209° E",Low,1208 users,Mobile,DDoS,63%
479,19-12-2024 8.42,Poor Voice Quality,Voice,+91 9146025666,+91 9875730609,500.0,-41.33285070325985,Mobile,Core Network,H.264,16ms,389ms,5%,Kolkata,"28.2483° N, 77.8116° E",High,3699 users,Data,,82%
480,15-12-2024 0.07,Intermittent Failure,Video,+91 9115811865,+91 9096084121,500.0,-73.36303366817098,Router,Access Network,H.264,45ms,361ms,6%,Chennai,"28.3363° N, 77.5800° E",Low,893 users,Data,,72%
481,12-12-2024 18.42,Complete Service Downtime,Video,+91 9578167530,+91 9012404681,,-48.53735020596918,Router,Edge Network,G.729,18ms,412ms,3%,Kolkata,"28.8484° N, 77.4005° E",Critical,678 users,Mobile,Call Interception,95%
482,13-12-2024 21.53,Device Unresponsiveness,Video,+91 9313339491,+91 9957248289,,-58.45570799921766,Switch,Access Network,H.264,27ms,171ms,10%,Kolkata,"28.6716° N, 77.8667° E",Low,2895 users,Data,Call Interception,61%
483,18-12-2024 5.37,unauthorized access,Video,+91 9446990850,+91 9073472701,408.0,-64.76724679444787,PBX,Access Network,G.711,50ms,388ms,9%,Delhi NCR,"28.2251° N, 77.3392° E",High,783 users,PBX,Call Interception,85%
484,17-12-2024 5.54,Service Outage,Voice,+91 9014936734,+91 9110506379,,-54.55698480278112,PBX,Access Network,G.711,13ms,488ms,7%,Chennai,"28.0623° N, 77.2756° E",Critical,1085 users,Data,Equipment Breach,94%
485,14-12-2024 9.36,No Dial Tone,Video,+91 9090684807,+91 9434269291,,-75.10495524992888,Router,Edge Network,G.711,26ms,365ms,4%,Kolkata,"28.5796° N, 77.5596° E",Critical,2832 users,Mobile,DDoS,73%
486,17-12-2024 9.43,Failure to Connect,Voice,+91 9718964884,+91 9244638449,,-46.623474335291206,Mobile,Core Network,H.264,45ms,202ms,5%,Kolkata,"28.1379° N, 77.0298° E",Medium,2494 users,VoIP,DDoS,93%
487,15-12-2024 0.47,Failure to Connect,Video,+91 9193215857,+91 9482398991,503.0,-52.66727305320273,Router,Core Network,G.711,49ms,351ms,8%,Bangalore,"28.2218° N, 77.5350° E",Low,4053 users,PBX,DDoS,82%
488,16-12-2024 14.57,Dropped Calls,Voice,+91 9961375863,+91 9762943610,404.0,-88.14431755151674,Router,Core Network,Opus,26ms,374ms,8%,Bangalore,"28.8268° N, 77.2782° E",High,3676 users,Data,,52%
489,18-12-2024 14.21,Dropped Calls,Video,+91 9978680586,+91 9701698060,503.0,-80.8635137525049,Mobile,Edge Network,G.729,30ms,225ms,9%,Bangalore,"28.6598° N, 77.7094° E",Critical,551 users,Mobile,Call Interception,95%
490,14-12-2024 21.02,Degraded Performance,Video,+91 9494816483,+91 9766266472,,-59.76147484457586,PBX,Edge Network,H.264,8ms,246ms,8%,Delhi NCR,"28.7118° N, 77.8343° E",High,3397 users,PBX,Equipment Breach,58%
491,14-12-2024 19.17,Dropped Calls,Voice,+91 9251584900,+91 9134863558,,-70.29018816010134,Router,Edge Network,Opus,5ms,481ms,3%,Chennai,"28.2247° N, 77.1897° E",Low,2759 users,PBX,DDoS,54%
492,17-12-2024 7.22,Slow Performance,Voice,+91 9902055717,+91 9278400871,404.0,-85.38194189310812,Router,Access Network,G.729,29ms,135ms,1%,Delhi NCR,"28.0074° N, 77.4645° E",Low,292 users,VoIP,DDoS,43%
493,15-12-2024 11.06,Complete Service Downtime,Voice,+91 9669401953,+91 9500863318,,-67.88293012819462,Mobile,Access Network,G.729,9ms,218ms,10%,Kolkata,"28.9181° N, 77.1338° E",Low,1341 users,PBX,Equipment Breach,62%
494,19-12-2024 3.59,Unauthorized Disconnections,Video,+91 9310671975,+91 9352803581,,-41.900381317594494,PBX,Access Network,G.711,24ms,466ms,10%,Kolkata,"28.6555° N, 77.0841° E",Critical,1358 users,PBX,DDoS,58%
495,17-12-2024 22.39,Route Flapping,Video,+91 9100414436,+91 9372705471,404.0,-43.53157906579866,Mobile,Edge Network,H.264,25ms,246ms,1%,Mumbai,"28.9451° N, 77.6824° E",Medium,3637 users,VoIP,Call Interception,80%
496,13-12-2024 7.31,Echo During Calls,Video,+91 9890433603,+91 9570660828,503.0,-58.77226921948865,Switch,Core Network,Opus,41ms,363ms,3%,Chennai,"28.7408° N, 77.7452° E",High,3202 users,VoIP,,88%
497,18-12-2024 1.04,Echo During Calls,Video,+91 9833893327,+91 9987324577,404.0,-61.34945538081735,Router,Access Network,H.264,47ms,314ms,8%,Chennai,"28.4078° N, 77.0185° E",Low,4339 users,PBX,Equipment Breach,90%
498,14-12-2024 5.43,Dropped Calls,Video,+91 9749506964,+91 9905221675,404.0,-44.83226792522481,PBX,Core Network,G.711,34ms,358ms,1%,Kolkata,"28.9280° N, 77.0692° E",High,611 users,PBX,DDoS,100%
499,14-12-2024 8.08,data breaches,Voice,+91 9902415067,+91 9340621102,408.0,-40.47613147309802,PBX,Access Network,G.729,5ms,494ms,10%,Delhi NCR,"28.2900° N, 77.3772° E",Low,2241 users,Mobile,,96%
500,16-12-2024 3.08,Failure to Connect,Voice,+91 9253065173,+91 9198458123,408.0,-59.32955650832861,Mobile,Edge Network,Opus,13ms,84ms,8%,Kolkata,"28.1699° N, 77.6056° E",Critical,4650 users,VoIP,Equipment Breach,40%
